Organization,Link,Sentence,isWayback,Label
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/af2415eb-3e55-48a0-b4b3-2ccfa050682c,"Unaudited proforma consolidated revenue (prepared as if the Provident Acquisition had occurred on January 1, 2012) for the year ended December 31, 2012 are $3,967.5 million and net earnings for the same period are $277 million.",True,0
Suncor Energy,http://web.archive.org/web/20221007085535/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-05-01-nr-su-q1-en.pdf?modified=20220921201600,"For further details and advisories regarding Suncor's 2019 corporate guidance, see www.suncor.com/guidance.",True,0
Shell Canada,http://web.archive.org/web/20170606055607/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2017/completes-divestment-of-oil-sands-interests-in-canada.html,"These forward-looking statements are identified by their use of terms and phrases such as ‘‘anticipate’’, ‘‘believe’’, ‘‘could’’, ‘‘estimate’’, ‘‘expect’’, ‘‘goals’’, ‘‘intend’’, ‘‘may’’, ‘‘objectives’’, ‘‘outlook’’, ‘‘plan’’, ‘‘probably’’, ‘‘project’’, ‘‘risks’’, “schedule”, ‘‘seek’’, ‘‘should’’, ‘‘target’’, ‘‘will’’ and similar terms and phrases.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123817&lang=en,"Working together with the region: a long-term commitment Throughout the development and construction phases over the past 12 years, the Fécamp Offshore Wind Farm project team has worked in close consultation with all local stakeholders, which has enabled us to best protect the landscape and surrounding environment and help ensure shared use of the sea.",False,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/2185b699-f14c-421b-8a8e-596ba0a810d0,"Holders of preferred shares as of the March 15, 2019 record date for the special meeting of preferred shareholders may continue to vote their preferred shares in the same manner as described in the Information Circular.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/fd150028-cc5c-4882-8ef3-197c0d60bfeb,"Given its existing ownership interests in the assets, current commercial management of Alliance and operatorship of Aux Sable, and established customer relationships, Pembina is uniquely positioned to execute this transaction with minimal integration risk.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/e9f3cbe3-560d-44c0-a81a-53a70fcba0b2,The GHG reduction target will help guide business decisions and improve overall emissions intensity performance while increasing Pembina's long-term value and ensuring Canadian energy is developed and delivered responsibly.,False,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123623&lang=en,"Enbridge filed its response with the CER on May 1, 2020, submitting that the CER should proceed with issuing a hearing order and not delay the proceedings as the written portion does not require physical gatherings and the oral portion is not likely to occur until the fall.",True,0
Suncor Energy,http://web.archive.org/web/20220621170014/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-09-29-suncor-energy-street-hockey-challenge-helps-united-way-bring-out-the-kid-in-you-en.pdf?modified=20210902050638,1:25 p.m.,True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2016/Imperial-reports-voting-results-for-election-of-directors/default.aspx,"Imperial announced at its annual meeting of shareholders held on April 29, 2016, that each of the seven nominees proposed as directors of the company and listed in its management proxy circular dated March 11, 2016 were elected as directors.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/6013c21e-4389-49d8-8f53-023e19e8f84a,"Once operational, Pembina expects Saturn I will have the capacity to extract up to 13.5 mbpd of NGL.",False,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2025/Imperial-announces-restructuring-to-further-advance-its-well-established-strategy-of-increasing-cash-flow-and-delivering-industry-leading-shareholder-returns/default.aspx,The restructuring will use a rigorous transition process and is expected to reduce employee roles by approximately 20% by the end of 2027.,False,0
Suncor Energy,http://web.archive.org/web/20220629122852/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-11-12-suncor-energy-sends-letter-to-canadian-oil-sands-shareholders-en.pdf?modified=20210902050843,"Suncor believes these two documents will demonstrate to COS shareholders the value of the Offer and the risks they face if they reject the Offer, given the new business reality for oil prices and COS' total reliance on the performance of the Syncrude oil sands facility, a single asset over which COS has little control.",True,0
Suncor Energy,http://web.archive.org/web/20221007102843/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-07-28-nr-su-q2-2021-en.pdf?modified=20220907174649,The updated strategy and progress on the company's GHG emissions reduction objectives will continue to be underpinned by capital discipline.,True,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123723&lang=en,"""First quarter operational performance and utilization across each of our businesses translated into a strong start to the year.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123647&lang=en,The table below provides a brief overview of these governance goals:,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/26400a51-ee23-4209-b789-4a15c2f699d1,"As part of a broader organizational evolution and in conjunction with planned retirements and succession, Pembina is consolidating key executive portfolios to drive enterprise-wide alignment in support of the Company's strategic priorities.",False,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2025/Imperial-announces-second-quarter-2025-financial-and-operating-results/default.aspx,"Cash flows from operating activities of $1,465 million, compared to cash flows from operating activities of $1,629 million in the second quarter of 2024.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/cb399b12-b6fd-4026-a3c6-872bbc505768,"All preferred share dividends are payable on September 1, 2017 to shareholders of record on August 1, 2017.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"The holders of Series 1 Preferred Shares are entitled to receive fixed cumulative dividends at an annual rate of $1.0625 per share, payable quarterly on the 1st day of March, June, September and December, if, as and when declared by the Board of Directors of Pembina, for the initial fixed rate period to but excluding December 1, 2018.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,Stronger margins and increased storage opportunities for crude oil and condensate in the first quarter of 2013 also contributed to the full-year increase.,True,0
Suncor Energy,http://web.archive.org/web/20221007101949/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2021/2021-06-06-pathways-press-release-en.pdf?modified=20220907174624,"'Canada - as one of the few jurisdictions with industrial-scale commercial CCUS projects in operation -- coupled with Alberta's abundant natural gas resources, geology and relevant technological expertise - is well positioned to lead in this area.'",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/41538ff0-24ac-4b23-959b-f5142bd64f4c,"Series 1, 3, 5, 7, 9 and 21 preferred share dividends are payable on March 1, 2022 to shareholders of record on February 1, 2022.",True,0
Suncor Energy,http://web.archive.org/web/20220629130101/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-07-22-suncor-energy-releases-second-quarter-2009-results-en.pdf?modified=20210902050522,See Non-GAAP Financial Measures on page 15 of Suncor's second quarter report to shareholders.,True,0
Suncor Energy,http://web.archive.org/web/20230601160034/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2023/2023-05-09-news-release-suncor-energy-reports-voting-results-from-agm-en.pdf?modified=20230509220146,Michael M. Wilson,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/60a97c1d-4e25-48b0-be91-cf80ec73166d,"Further, Pembina has minimal contracts expiring on Peace Pipeline in 2021 and continues to progress the renewal of the legacy Phase I and II contracts, which have staggered expiries through to 2027.",True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1397/371b3b3c9828/0804-q222-front-end.pdf,"The  Company  targets  to  allocate  50%  of  this  free  cash  flow  to  share repurchases and 50% to the balance sheet, less any strategic growth capital / acquisitions.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/d72081c3-751e-4116-96f5-a4709a6e88c7,"The full year was negatively impacted by higher general and administrative expense, largely due to higher long-term incentive costs as described above, as well as higher consulting fees, salaries and wages, and legal fees.",False,0
Suncor Energy,http://web.archive.org/web/20220629124204/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-02-02-suncor-energy-reminds-cos-shareholders-to-tender-shares-by-february-5-deadline-en.pdf?modified=20210902050854,"Outside North America, Banks and Brokers Call Collect: 1-416-867-2272",True,0
Suncor Energy,http://web.archive.org/web/20220703204625/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2012/2012-07-24-suncor-energy-reports-2012-second-quarter-results-en.pdf?modified=20210902050707,"Net earnings were $333 million ($0.21 per common share) in the second quarter of 2012, compared to net earnings of $562 million ($0.36 per common share) for the second quarter of 2011.",True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1355/02/1104-q3-press-release.pdf,"Returns  to  shareholders  year  to  date  in  2021  have  been  significant,  as  Canadian  Natural  has  returned approximately $3.1 billion by way of dividends and share repurchases up to and including November 3, 2021.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/5de3f7c0-426e-47ee-8252-bef4fe252429,"The actual results of Pembina could differ materially from those anticipated in these forward-looking statements as a result of material risk factors including, but not limited to: the regulatory environment and decisions, and the inability to obtain required regulatory approvals; the impact of competitive entities and pricing; reliance on key relationships and agreements; the strength and operations of the oil and natural gas production industry and related commodity prices; the continuation or completion of third- party projects; non-performance or default by counterparties to agreements which Pembina or one or more of its affiliates has entered into in respect of its business; actions by governmental or regulatory authorities including changes in tax laws and treatment, changes in royalty rates or increased environmental regulation; fluctuations in operating results; unexpected increases in capital costs for the Phase III Expansion or related infrastructure; adverse general economic and market conditions in Canada, North America and elsewhere, including changes in interest rates, foreign currency exchange rates, inflation rates and commodity prices; lower than anticipated results of operations and accretion from Pembina's business initiatives; and the ability of Pembina to raise sufficient capital (or to raise capital on favourable terms) to complete future projects and satisfy future commitments.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,dividing adjusted cash flow from operating activities by the weighted average number of common shares,True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123663&lang=en,GAAP earnings attributable to common shareholders for the fourth quarter of 2020 increased by $1.0 billion or $0.51 per share compared with the same period in 2019 and decreased by $2.3 billion or $1.16 per share for the full-year 2020 compared with 2019.,True,0
Imperial Oil,http://web.archive.org/web/20210430124304/https://news.imperialoil.ca/news-releases/news-releases/2021/Imperial-announces-first-quarter-2021-financial-and-operating-results/default.aspx,"Bitumen realizations averaged $47.19 per barrel in the first quarter of 2021, up from $18.08 per barrel in the first quarter of 2020.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/28546eb3-d9cc-413e-8e37-c57439876d0a,"Pembina has granted to the underwriters an option, exercisable at any time up to 48 hours prior to the closing of the offering, to purchase up to an additional 2,000,000 Series 1 Preferred Shares at a price of $25.00 per share.",True,0
Suncor Energy,http://web.archive.org/web/20220629120353/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-08-07-pc-brand-announcement-en.pdf?modified=20210902051025,"Petro-Canada touches the lives of more than 900,000 Canadians every day, through more than 1,780 retail and wholesale locations across the country - from the largest cities to the smallest communities.",True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2025/Imperial-announces-fourth-quarter-2024-financial-and-operating-results/default.aspx,Corporate and other,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/d9a68cd2-c03f-48b9-8815-11a12dd66ef0,"For more information, visit PembinaIPL.com.",False,0
Suncor Energy,http://web.archive.org/web/20220629122024/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-07-28-suncor-energy-reports-2011-second-quarter-results-en.pdf?modified=20210902050634,Suncor Energy reports 2011 second quarter results,True,0
Suncor Energy,http://web.archive.org/web/20220629130101/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-07-22-suncor-energy-releases-second-quarter-2009-results-en.pdf?modified=20210902050522,"'During the second quarter, we saw the fruits of last year's labour,' said Rick George, president and chief executive officer.",True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2025/11/1106-Q325-Front-End.pdf,Dial-in to the live event:,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/b331ea3e-c273-44b7-8227-b29860961435,Key Accomplishments in 2014,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/22976793-6ff8-46c4-a49f-4ef4bb004466,"In April, Pembina completed three pump stations which will provide 17,000 bpd of additional NGL capacity.",True,0
Suncor Energy,http://web.archive.org/web/20220703205756/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2013/2013-07-17-suncor-energy-releases-2013-report-on-sustainability-en.pdf?modified=20210902050733,"Overall, total reported air emissions in 2012 decreased by 8.7 per cent compared to 2011 levels.",True,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/a280c537-5f2e-4d14-a653-4cbc5bb0a885,Change in Full Year Adjusted EBITDA ($ millions)(1),True,0
Shell Canada,http://web.archive.org/web/20170913004506/http://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2014/sema-winners.html,Visit www.shell.com/ecomarathon/americas to learn more about this program.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/7e65f674-7b47-4386-95d5-2c37fa2fbe83,Current tax expense for 2015 was lower than the comparable period in 2014 predominantly due to lower taxable income allocations from deferral partnerships in our corporate structure.,True,0
Suncor Energy,http://web.archive.org/web/20220704154303/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-03-19-suncor-energy-recognizes-operational-excellence-leaders-at-awards-ceremony-en.pdf?modified=20210902050517,The team managed 551 individual volunteers who participated in 39 projects.,True,0
Suncor Energy,http://web.archive.org/web/20220811230431/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2022/2022-08-04-news-release-earnings-q2-2022-en.pdf?modified=20220809193241,"This includes implementing technologies, such as collision awareness and driver safety systems, making operational modifications to help improve mobile equipment egress and strengthening controls for high-risk activities.",True,0
Imperial Oil,http://web.archive.org/web/20200920192920/https://news.imperialoil.ca/news-releases/news-releases/2020/Imperial-announces-second-quarter-2020-financial-and-operating-results/default.aspx,"West Texas Intermediate averaged US$36.66 per barrel in the first six months of 2020, down from US$57.45 per barrel in the same period of 2019.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/4c9b530f-fa37-41e8-8c75-20421df0176e,"For 2019, we are excited to continue building on the strong track record of growth that we have demonstrated in recent years,"" added Mr. Dilger.",False,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2025/Imperial-announces-fourth-quarter-2024-financial-and-operating-results/default.aspx,"The company's share of gross production from Syncrude averaged 81,000 barrels per day,compared to 85,000 barrels per day in the fourth quarter of 2023.",False,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1347/04/0805-q221-front-end.pdf,"For more details, please contact the North West Redwater Partnership.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/d72081c3-751e-4116-96f5-a4709a6e88c7,"Full year adjusted EBITDA was also positively impacted by higher margins on crude oil and natural gas sales, partially offset by lower margins on NGL sales; lower realized losses on commodity-related derivatives; and higher contributions from Alliance and Aux Sable.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,businesses and investing in the energy transition to improve the basins in which we operate.,True,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123680&lang=en,"These goals include achieving net-zero greenhouse gas (GHG) emissions by 2050 and increasing diversity from racial and ethnic groups throughout the Company's workforce, including senior management and the board of directors.",False,1
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/1242b795-e802-428b-a563-dd1d2d989f60,"Accordingly, if the Company fails to obtain the required approval of the Series 1 Noteholders pursuant to the Consent Solicitation, Pembina intends to hold the Meeting to consider and, if deemed advisable, pass the Extraordinary Resolution.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123731&lang=en,The expansion project is designed to serve demand in the U.S. Pacific Northwest region.,False,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2024/06/0620-Pathways-Competition-Act-amendments.pdf,"The companies undertake no obligation to update any forward-looking statements contained in this press release, except as required by applicable law.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,Stronger margins and increased storage opportunities for crude oil and condensate in the first quarter of 2013 also contributed to the full-year increase.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"Objective evidence that financial assets are impaired can include default or delinquency by a debtor, restructuring of an amount due to the Company on terms that the Company would not consider otherwise, indications that a debtor or issuer will enter bankruptcy, adverse changes in the payment status of borrowers or issuers in the Company, economic conditions that correlate with defaults or the disappearance of an active market for a security or a significant or prolonged decline in the fair value below cost.",False,0
Imperial Oil,http://web.archive.org/web/20211029124723/https://news.imperialoil.ca/news-releases/news-releases/2021/Imperial-announces-third-quarter-2021-financial-and-operating-results/default.aspx,"Refinery throughput averaged 404,000 barrels per day, up from 341,000 barrels per day in the third quarter of 2020.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/39170c18-b013-48b5-8761-93ac5f7f811b,"In the fourth quarter of 2014, depreciation and amortization included in operations rose to $62 million compared to $42 million during the same period in 2013 as a result of the same factors which impacted the full-year results noted above.",True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2020/Imperial-announces-change-to-virtual-annual-meeting-of-shareholders/default.aspx,"within Canada and the United States at 1-800-387-0825, or in the Toronto area or from any other country at (416) 682-3860",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/09fab2de-b5bb-4fc4-b12e-0234bdda48f8,"In accordance with the Arrangement, Veresen has been amalgamated with Pembina and the outstanding Veresen preferred shares have been exchanged for Pembina preferred shares with the same terms and conditions, and will be listed on the Toronto Stock Exchange (""TSX"") under the symbols PPL.PR.O (series 15, previously Series A preferred shares of Veresen), PPL.PR.Q (series 17, previously Series C preferred shares of Veresen) and PPL.PR.S (series 19, previously Series E preferred shares of Veresen) within a few days following closing.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123723&lang=en,higher realized foreign exchange gains.,False,0
Suncor Energy,http://web.archive.org/web/20220704144841/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-06-suncor-energy-provides-rmwb-production-and-2016-corporate-guidance-update-en.pdf?modified=20210902050908,"Based on the operator's current estimates, Syncrude anticipates a return to production starting in late June and expects a full ramp up of production following completion of the scheduled turnaround by midJuly.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/faddbb8b-3a75-43cc-a689-f1caf896dcfd,"The design of the Duvernay I plant closely resembles that of Pembina's two recent 100 MMcf/d shallow cut gas plants at its Cutbank Complex (""Musreau II"" and ""Musreau III"").",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/af2415eb-3e55-48a0-b4b3-2ccfa050682c,"In the comparable period in 2011, the Company's capital expenditures included the construction of the Nipisi and Mitsue pipelines, the acquisition of midstream assets in the Edmonton, Alberta area (related to PNT), linefill for the Peace Pipeline system as well as construction of the Musreau deep cut facility.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/e67150ab-300e-4ab6-82bf-7de9ed0955b9,"I am excited to continue this path of job creation and enhancing the Pembina and Inter Pipeline communities, where we work and live, upon the successful consummation of the combination.""",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123663&lang=en,"The first quarter of 2019 was exceptionally strong, benefiting from favorable location and quality differentials, which increased opportunities to realize profitable margins.",False,0
Shell Canada,http://web.archive.org/web/20190922083417/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2013/caterpillar-lng-fueling-agreement.html,"With 2012 sales and revenues of $65.875 billion, Caterpillar is the world’s leading manufacturer of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,This resulted in alignment on,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/60a97c1d-4e25-48b0-be91-cf80ec73166d,New Integrated Service Offering,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/60a97c1d-4e25-48b0-be91-cf80ec73166d,"Pembina expects to further leverage digital technology and predictive analytics to optimize system capacity, increase asset utilization and performance, optimize power requirements, improve margins and create more efficient workflows.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/60a97c1d-4e25-48b0-be91-cf80ec73166d,Pembina expects to remain within its financial guardrails with ample liquidity.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/22976793-6ff8-46c4-a49f-4ef4bb004466,U.S. shareholders are only permitted to participate in the dividend reinvestment component of Pembina's Premium Dividend™ and Dividend Reinvestment Plan.,False,0
Suncor Energy,http://web.archive.org/web/20220704145852/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-04-28-suncor-energy-reports-first-quarter-results-en.pdf?modified=20210902050801,"(2)  Represents the expected cost of not proceeding with the project, including costs related to decommissioning and restoration of the Voyageur site, and contract cancellations.",True,0
Shell Canada,http://web.archive.org/web/20200918102525/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2014/shell-welcomes-joint-venture-partners.html,The company will be conducting a seabed survey this spring to build upon the data acquired from the 3D WAZ seismic survey to further assess potential drilling locations for drilling.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/f9688400-5844-47c6-abf6-c2a1cd3bc23d,"In some cases, forward-looking statements can be identified by terminology such as ""expects"", ""will"", ""would"", ""plans"", ""anticipates"", ""schedule"", and similar expressions suggesting future events or future performance.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/60a97c1d-4e25-48b0-be91-cf80ec73166d,"Pembina's positive outlook for the energy sector supports the re-start of two important growth projects, which is reflected in our 2021 guidance and capital budget, as discussed in detail below.",False,0
Suncor Energy,http://web.archive.org/web/20220703204700/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-02-05-suncor-energy-announces-successful-acquisition-of-72-9-of-canadian-oil-sands-shares-en.pdf?modified=20210902050856,Shareholders who do not tender by the new expiry date and whose shares are ultimately exchanged for Suncor common shares will not be entitled to receive this dividend as the completion of the subsequent acquisition transaction is not anticipated to occur until after the dividend record date.,True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2019/Imperial-announces-second-quarter-2019-financial-and-operating-results/default.aspx,"Chemical net income was $72 million in the first six months of 2019, compared to $151 million in the same period of 2018, primarily reflecting lower margins.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123665&lang=en,"Assumptions regarding the expected supply of and demand for energy, and the prices thereof, are material to and underlie all forward-looking statements, as they may impact current and future levels of demand for Enbridge's services and for the Project.",False,0
Suncor Energy,http://web.archive.org/web/20220703214129/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2010/2010-07-02-suncor-energy-and-partners-receive-funding-for-clean-technology-research-projects-en.pdf?modified=20210902050559,"For more information on CCEMC, visit www.ccemc.ca .",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,"In addition,",True,0
Canadian Natural Resources,https://www.cnrl.com/content/uploads/2024/12/1206-Chevron-Close-2025-Budget-Timing.pdf,Canadian Natural welcomes the Chevron employees that will be joining as part of the acquisitions to its Field and Calgary head office teams.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,"the year ended December 31, 2022.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/6013c21e-4389-49d8-8f53-023e19e8f84a,"On July 11, 2013, Pembina announced that the Board of Directors declared a dividend for July of $0.135 per qualifying common share ($1.62 annualized) in the total amount of $41.9 million.",True,0
Canadian Natural Resources,https://www.cnrl.com/upload/media_element/1223/04/0509_q119-front-end.pdf,"North America natural gas production was 1,454 MMcf/d in Q1/19, in-line with Q4/18 levels.",True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/2d8105a0-0798-483c-a4f4-90e2f8f090d8,The completion of RFS II will further strengthen Pembina's position as Western Canada's largest owner of fractionation capacity.,True,0
Suncor Energy,https://www.suncor.com/-/media/project/suncor/files/news-releases/2023/2023-11-08-news-release-earnings-q3-2023-en.pdf?modified=20240613191931&created=20231108164205," At Fort Hills, the first full plant turnaround was successfully completed during the quarter, and the asset safely ramped up to normal operating rates within the quarter.",False,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123748&lang=en,"Enbridge Appoints Pamela L. Carter as Chair of the Board, Effective January 1, 2023",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c23badf6-e264-4288-a177-fc1aa20c470d,"For more information on Pembina's significant assets, including as such relate to definitions for capitalized terms used herein and not otherwise defined, refer to Pembina's Annual Information Form (the ""AIF"") filed at www.sedar.com (filed with the U.S. Securities and Exchange Commission at www.sec.gov under Form 40-F) and at www.pembina.com.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123869&lang=en,"Except to the extent required by applicable law, Enbridge assumes no obligation to publicly update or revise any forward-looking statements made in this news release or otherwise, whether as a result of new information, future events or otherwise.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,Diluted earnings per common share,False,0
Suncor Energy,http://web.archive.org/web/20220704154303/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-03-19-suncor-energy-recognizes-operational-excellence-leaders-at-awards-ceremony-en.pdf?modified=20210902050517,"The event recognized employees and contractors who showed exceptional safety leadership, environmental excellence and commitment to health and wellness in 2008.",True,1
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2016/Imperial-provides-Kearl-operational-update/default.aspx,Imperial provides Kearl operational update,True,0
Suncor Energy,http://web.archive.org/web/20220704152354/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-11-30-suncor-energy-one-day-blitz-kicks-off-holiday-fundraising-campaign-to-help-food-bank-en.pdf?modified=20210902050645,"The Suncor Energy Foundation is a private, non-profit charitable foundation established to receive Suncor's contributions and support registered Canadian charitable organizations.",True,0
Enbridge,https://www.enbridge.com/media-center/news/details?id=123697&lang=en,"""On behalf of the Board of Directors of Enbridge, we are very pleased to welcome Gaurdie and Jane to the Enbridge Board.",False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/9a94bfed-f167-4c66-b11e-f553a73ad88e,of Alberta's petrochemical industry.,True,0
Suncor Energy,http://web.archive.org/web/20221007090828/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-11-12-suncor-microsoft-strategic-alliance-en.pdf?modified=20220921204024,"In this multi-year strategic alliance, Suncor will take advantage of Microsoft's full range of cloud solutions and will move towards cloud-based computing with Microsoft Azure as a preferred cloud platform.",True,0
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2025/Imperial-to-hold-2025-Third-Quarter-Earnings-Call/default.aspx,The webcast will be available for one year on the company’s website https://www.imperialoil.ca/en-CA/Investors/Investor-relations.,False,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/0a500b87-d99b-4e14-a211-3a1467a5d483,"This news release contains certain forward-looking information and statements that are based on Pembina's current expectations, estimates, projections and assumptions in light of its experience and its perception of historical trends.",False,0
Suncor Energy,http://web.archive.org/web/20220703205204/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-05-03-suncor-energy-reports-2011-first-quarter-results-en.pdf?modified=20210902050629,(1) Actual production results will be impacted by the timing of planned divestitures of assets.,True,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"For the year ended December 31, 2013, capital expenditures within Gas Services totalled $258 million compared to $163 million during the same period of 2012.",True,0
